cfips,longitude,latitude,area,pop_per_sq_meter
20191,35.2687044015,-99.681956366,2335338428.0,9.66797776686095e-06
20193,46.191800961,-117.203075017,1647427904.0,4.675166652998491e-06
20195,43.3822824324,-78.2304441066,1013366843.0,2.7216205257270293e-06
20197,45.0214343278,-84.5989931681,1333860412.0,5.177453306111015e-06
20199,44.7162497148,-95.8683593995,1966062958.0,7.812567719410743e-07
20201,37.5216171391,-83.3240853027,1275352765.0,4.255293240376517e-06
20203,34.0800586214,-79.362510123,1267172614.0,1.636714664668408e-06
20205,42.0365026335,-93.9316370877,1480329000.0,5.648744299409117e-06
20207,35.5932989746,-77.3744965519,1689629354.0,1.7844150214734018e-06
20209,41.6860388529,-93.0537645398,1891760880.0,8.736040677614604e-05
21001,30.3106777835,-96.9657036787,1629158370.0,1.2003130180646589e-05
21003,37.6504930265,-121.917998966,1909614756.0,1.115565321909358e-05
21005,39.3509686024,-101.055531285,2783425127.0,8.203202514238134e-06
21007,39.132537495,-97.6502157692,1866683176.0,4.161927476438562e-06
21009,35.1839946708,-89.8955956151,1977610549.0,2.2400770476472616e-05
21011,37.4608189464,-86.3438765333,1294807622.0,9.639269794165607e-06
21013,44.5204732898,-109.587955049,17972027717.0,1.417870059030468e-06
21015,42.4707837931,-91.837842149,1479090265.0,9.154005215496432e-05
21017,48.7766295653,-96.7828440349,2845915560.0,6.992828697981468e-06
21019,38.4237395729,-92.8859845551,1547866664.0,3.005168409001927e-05
21021,35.5964202026,-85.2051550952,1052644812.0,2.8848287336640577e-05
21023,32.4636565938,-82.9222383646,2090974815.0,3.962745003219946e-06
21025,40.7741618671,-73.9697971209,58690498.0,0.0002138335919385
21027,33.9698311293,-92.6544402046,1728522507.0,1.188124535077286e-05
21029,38.299192601,-77.4871504649,27067167.0,0.0030362246628913
21031,33.6166121137,-100.778860652,2335454676.0,5.439197827532577e-06
21033,44.58291654,-92.0015496858,600894494.0,2.111352346656716e-05
21035,37.5582639151,-99.2860476017,1871627782.0,2.099776482159528e-05
21037,35.8400259746,-101.354699396,2298408152.0,4.090657262861988e-05
21039,29.8929601366,-101.151715198,8144863666.0,5.760685743073063e-07
21041,43.0004744491,-90.1353840185,1975379914.0,5.431866510312203e-06
21043,29.6747549911,-82.3577015483,2267634813.0,1.1704706528511035e-05
21045,40.3369482878,-75.1068734265,1565393345.0,1.0263235148735094e-05
21047,48.7050337785,-112.994708925,7756874927.0,9.214793415219392e-06
21049,30.6929040291,-87.0184494886,2622050628.0,1.3906291362425974e-05
21051,37.3651781719,-84.3159414648,819853864.0,2.394451116473606e-05
21053,40.7695040098,-86.0450230743,968246954.0,1.0441551050828298e-05
21055,37.5291899516,-87.2636042463,654041005.0,1.3526674829814378e-05
21057,45.5919771895,-118.736784883,8327974446.0,7.832636906244417e-07
21059,43.3355804524,-102.551617407,5422402161.0,1.880679392123752e-05
21061,27.6963908471,-80.5740896149,1302203837.0,9.39561046616698e-06
21063,41.3319875239,-75.0338289783,1411441244.0,5.223030027879786e-06
21065,39.3502287543,-99.3250571176,2306454196.0,6.117181960287236e-06
21067,34.225546386,-84.1250173789,581585514.0,0.0005583615688199
21069,44.0234449525,-98.0913750444,1474346388.0,9.904728033287656e-06
21071,35.0169370912,-97.8841201933,2850386644.0,1.2269914354819016e-05
21073,45.0043671834,-88.7100058635,926217566.0,5.519005671719251e-05
21075,34.7154580153,-106.809062349,2762854204.0,2.1542939151051925e-06
21077,45.0326297438,-87.028957047,1248277426.0,7.032891741166519e-06
21079,38.0270346749,-92.7660468541,1699143493.0,1.0428195189515993e-05
21081,36.3790614615,-97.7827227881,2741521308.0,9.26018700854832e-06
21083,41.8950837577,-84.0663667481,1941504139.0,1.8963647442422477e-05
21085,34.9649255862,-101.357404339,2354581674.0,1.1246159049142418e-05
21087,32.2476134122,-87.7895192944,2530140237.0,4.345608926814597e-06
21089,34.4597729557,-85.8041426436,2012676480.0,1.732270454116898e-05
21091,44.8575139984,-72.9120265429,1642369811.0,5.32279632848171e-06
21093,28.3215753001,-97.1595214632,1995545556.0,5.5778731618192136e-05
21095,40.737682711,-93.7862814096,1377567269.0,1.8558803316050623e-05
21097,37.2088402055,-86.2386201495,784468358.0,2.4118244932448887e-05
21099,39.6214732187,-78.6975385506,1093462025.0,1.7387892368735897e-05
21101,38.5417788857,-86.4950692821,1031794491.0,4.336134801091897e-05
21103,42.7341351105,-94.6787466122,1495047191.0,1.074681795780184e-05
21105,34.0509558643,-93.1763674899,2243130283.0,1.9454955572903745e-06
21107,30.8974526088,-100.538546044,3394546067.0,1.3156987449420876e-05
21109,37.6477353374,-98.7395957092,1903740948.0,7.00725590528192e-06
21111,37.7186360945,-76.8952824642,816268317.0,0.0009401957469335
21113,39.2733468255,-88.2401981662,895989980.0,6.033214791085053e-05
21115,38.6850699523,-85.7474680992,493136550.0,4.46164454855354e-05
21117,35.6161390425,-95.3794738182,2099505908.0,7.99945355524096e-05
21119,32.777645813,-97.8050966636,2340624036.0,6.20005595806844e-06
21121,31.752584831,-81.7457669756,1037013527.0,2.9914749607697256e-05
21123,41.9144142466,-85.5277446789,1296536370.0,1.113042436287383e-05
21125,40.6598994131,-74.3081414246,266163527.0,0.000230076602494
21127,41.7651474406,-73.7428630516,2060720815.0,7.490582852194852e-06
21129,43.7189289965,-108.442097151,5191447312.0,1.399994946149229e-06
21131,31.4951939674,-98.5954600939,1937867073.0,4.972993315316009e-06
21133,31.3431998626,-93.8518024149,1273523414.0,1.665693756926875e-05
21135,43.5938619334,-90.8343823934,2050135745.0,6.468839945034956e-06
21137,36.3019098987,-95.2308460091,1697419131.0,1.44136469026282e-05
21139,43.411940562,-113.980147573,6831708301.0,1.323387885088216e-06
21141,39.7621646287,-104.875801423,397024773.0,6.905362552779546e-05
21143,36.4912704378,-81.1278593427,607139719.0,1.3395598649674244e-05
21145,42.7197222221,-103.135438139,3616875592.0,1.814936630532577e-05
21147,44.3349392585,-84.1264136573,1459466634.0,1.169673879642801e-05
21149,27.6813329888,-98.5089060613,4645084675.0,1.953678056471597e-06
21151,34.2902311647,-98.3722432436,1638512879.0,5.7530826402494206e-05
21153,37.9616839121,-90.8774245019,1968043952.0,6.106062818255596e-06
21155,39.9879052609,-91.1884921409,2214804481.0,8.720408580390623e-06
21157,34.3325069471,-79.9577199015,1451949379.0,2.146286947101618e-05
21159,44.1131203121,-89.2428789608,1621751247.0,6.801906285199853e-06
21161,58.4439351761,-134.230339191,7003264582.0,2.4324370157003445e-06
21163,42.6604993637,-90.1317220132,1640985427.0,1.7438302332955452e-05
21165,34.1365496957,-87.8871383639,1922657342.0,3.3817778435945555e-06
21167,36.8569745004,-83.2179510399,1206496124.0,1.814261941217807e-05
21169,37.0116206611,-78.6616435866,1231010119.0,8.170525850892701e-06
21171,47.5875228967,-99.6609104924,3290664846.0,3.205735161033777e-06
21173,40.2783937765,-83.0048853482,1147778026.0,2.455701308224906e-05
21175,35.4035078706,-101.354183029,2383397227.0,5.513978052471738e-06
21177,33.0611535027,-82.0007811537,2142010451.0,1.4218884873218576e-05
21179,42.8542597176,-113.637461803,1960610400.0,2.3691601350273363e-05
21181,37.731772508,-87.0872269242,1187227810.0,6.093186108906933e-06
21183,36.6867158656,-91.4032949632,2045563487.0,1.1683333297589313e-05
21185,43.6446171312,-86.5817719968,1393667732.0,4.807386901600445e-05
21187,32.1005542205,-85.7156972254,1613076054.0,6.829808162287679e-06
21189,42.5950071515,-76.0702669072,1291815777.0,3.352645227834216e-06
21191,39.9731414157,-75.7484542227,1943860643.0,7.50362432231208e-06
21193,38.8295152487,-76.8472924091,1250062233.0,2.0363786160396705e-05
21195,41.0146401139,-80.7762950605,1065773136.0,5.353578362290415e-05
21197,40.5623281403,-74.1382730507,148976885.0,8.201272298048116e-05
21199,48.771256978,-94.9045482536,3361369356.0,1.949503106019272e-05
21201,44.3039525837,-91.3584515501,1898472769.0,1.1251149001863825e-06
21203,38.2122718972,-94.8429319755,1538662701.0,1.0886076583980311e-05
21205,33.5580341574,-92.5030441645,1627975429.0,1.5161162484596688e-05
21207,38.1554971802,-107.76931682,1402719363.0,1.2830791728366551e-05
21209,36.4968580761,-87.382887079,1396430597.0,4.187103900875068e-05
21211,47.6069508739,-101.321804009,5465546322.0,9.07704318602242e-06
21213,32.325973709,-87.1064763258,2534919607.0,7.351317946549774e-06
21215,35.7051457145,-77.9186629547,951946703.0,2.057363079075657e-05
21217,36.3318375802,-88.3012135686,1455320363.0,1.766415193078694e-05
21219,40.5158445871,-85.6547259036,1072484468.0,1.1606694895277496e-05
21221,34.5539435236,-83.2934335296,463996899.0,3.184504041265155e-05
21223,33.6392003476,-97.2126261296,2265770199.0,3.743098043986587e-06
21225,26.5756896561,-81.9154527285,2023963480.0,7.13599832344801e-06
21227,38.8583044048,-78.570851665,1315900415.0,0.0001022189813656
21229,37.3088201365,-87.540842137,1403944044.0,8.652054226742387e-06
21231,32.9326627045,-109.887451628,11970605964.0,1.6882186299320076e-06
21233,46.9653297577,-104.248943969,2303979500.0,5.6089908786080775e-06
21235,31.9728932009,-83.4323638025,978525378.0,3.725095007193569e-05
21237,44.0067583131,-116.76084539,1053846155.0,6.742919700646438e-06
21239,31.3264967359,-99.8639623316,2547914005.0,1.0504671644127958e-05
22001,36.3582326717,-89.1487992023,1411148390.0,4.387773847086344e-05
22003,47.726661247,-90.3859738837,3762134457.0,6.762118762838252e-06
22005,45.2273857114,-109.028015883,5303530757.0,2.4260253385007375e-05
22007,45.8627174808,-92.3675651683,2127832846.0,1.0161042508881358e-05
22009,34.5150997489,-77.8884355846,2256645338.0,1.771035941138217e-05
22011,41.2249600832,-73.3712046145,1618659464.0,2.340269886439808e-05
22013,36.9233401324,-76.2456336955,137981426.0,9.40923744330632e-05
22015,43.8404850615,-104.567830048,6210804117.0,2.049251555875466e-05
22017,31.8055957772,-82.6369408916,857073381.0,0.000277081292296
22019,32.7979817888,-94.3572221859,986485096.0,0.0002060953589916
22021,40.4379183725,-85.0056353252,994310119.0,9.895303097081324e-06
22023,37.6558723241,-80.8585729141,933930185.0,7.4984191671671906e-06
22025,34.5216520166,-87.311044513,1788864251.0,5.157462336699131e-06
22027,36.2776668644,-101.893467006,2390195608.0,6.48817190864824e-06
22029,39.0580193147,-90.9600453966,1622809699.0,1.1655094255139773e-05
22031,28.8935249788,-98.5271322703,3158596631.0,8.753887637512648e-06
22033,33.8349402867,-83.437054781,477424988.0,0.0009210431189244
22035,30.4441430277,-83.4701228264,1804001484.0,3.652436019836445e-06
22037,40.872385845,-97.1395097335,1479995666.0,1.2758145468785449e-05
22039,40.5795915499,-81.0897165993,1022031301.0,3.2558689706901646e-05
22041,30.8219752667,-90.7103202756,1057772649.0,1.864578368390011e-05
22043,44.0688768938,-88.6446587541,1125859768.0,1.9766227226977343e-05
22045,47.2663787156,-104.89951088,6143238450.0,1.1230395916017226e-05
22047,35.3955080611,-109.488828707,29002035366.0,1.1057844594451007e-06
22049,30.9387779365,-84.8688701106,615215134.0,2.531472185793141e-05
22051,38.2737274749,-77.1564526995,465234034.0,0.0009293086240547
22053,30.3180548031,-98.9464800144,2740729668.0,1.1386748705782972e-05
22055,40.3672314599,-76.4577127611,937089776.0,0.0002630676444387
22057,37.4320425654,-93.8502883553,1269121007.0,7.690046848306561e-05
22059,,,,
22061,34.482314169,-97.0679060587,1078402382.0,4.316756043663857e-05
22063,39.0959545402,-75.5046137018,1517888728.0,9.469534712823824e-05
22065,46.0816740437,-114.120758882,6192655807.0,1.7173568710178438e-06
22067,39.7836260546,-96.5229367542,2331441883.0,1.0391423512056724e-05
22069,48.3653542741,-106.667442369,12758539633.0,2.951356588069471e-06
22071,38.9086479451,-78.2084593587,555641045.0,0.0007009489372765
22073,39.6400558465,-85.1787249608,556901555.0,0.000273727014463
22075,40.8730327985,-98.0228653105,1403509086.0,1.6468008814871327e-05
22077,33.0138972496,-83.9186821405,1025872449.0,2.098603975668324e-05
22079,35.9966113202,-88.9326248037,1561102696.0,8.235652934904674e-05
22081,37.1865096844,-77.2241521943,687232237.0,1.2057059540994729e-05
22083,47.7176029342,-98.9016466849,1632310788.0,1.226114545534695e-05
22085,47.0376054401,-122.13722281,4320226613.0,5.509664684804811e-06
22087,36.7483050997,-102.517723689,4752131813.0,1.0026447471355104e-05
22089,41.397302247,-97.9922509137,1143733235.0,4.632811076789248e-05
22091,39.5984047698,-122.392206808,3403160291.0,2.962246599626888e-06
22093,43.5179689655,-71.4226936063,1040771458.0,1.991503498744102e-05
22095,37.9370590546,-76.7296872797,495925425.0,8.573063177795331e-05
22097,33.7353045888,-93.6684431539,1884271055.0,4.3220957931660206e-05
22099,43.4266633846,-89.9482166667,2153685971.0,2.458761431009015e-05
22101,37.3133053,-76.7738000898,368724192.0,0.0001310735803307
22103,30.6266523214,-90.4056805267,2049482871.0,0.0001285426698255
22105,44.1421798372,-120.35658095,7715390842.0,1.772625688066212e-05
22107,31.7768809864,-84.4369222013,869559691.0,4.80473053574421e-06
22109,44.8235439383,-94.2724202106,1272943172.0,8.630314566784133e-05
22111,46.5777681751,-122.392638348,6223179711.0,3.5624875111372146e-06
22113,38.9166611398,-101.763574005,2366348284.0,2.509267143872385e-05
22115,42.1810916537,-111.813201111,1717211132.0,2.7890571582900733e-05
22117,32.8531388427,-87.9522309156,1675782059.0,2.7314411056121707e-05
22119,43.0820642869,-94.6781370701,1460400549.0,2.5981228250003897e-05
22121,44.0225894661,-92.8620540343,1137724834.0,2.354875203506369e-05
22123,43.6738441803,-93.3488158578,1831756453.0,5.81190800914842e-06
22125,41.7734492735,-70.2381374923,1021019039.0,1.514663234404192e-05
22127,39.0597819407,-88.5898533622,1240007567.0,1.1160415765430567e-05
23001,37.8771285847,-91.7923648921,1739918996.0,6.23862376636757e-05
23003,46.3570765653,-96.4683496086,1945079889.0,3.4345118870333455e-05
23005,39.6224801785,-90.8863042728,2153190725.0,0.0001384508100182
23007,37.8213415755,-107.300311758,2893614473.0,1.0362817949590758e-05
23009,34.316508267,-96.6605948986,1665488649.0,3.307617859363748e-05
23011,38.688812974,-84.0901906655,525033515.0,0.0002341850500724
23013,45.8484671945,-88.398113352,1264232458.0,3.160099216500262e-05
23015,46.2646373267,-96.9482619139,3718378999.0,9.352193525552987e-06
23017,46.6737194276,-115.65690713,6364412866.0,9.133914034797e-06
23019,43.1933721852,-100.71843535,3596445667.0,4.216802199781432e-05
23021,43.3108677533,-97.1486602361,1598188442.0,1.0634540679527702e-05
23023,43.2417469044,-75.4358401731,3139921947.0,1.1479266239225403e-05
23025,42.1330537308,-104.965815501,5390926633.0,9.392633854455205e-06
23027,46.2398610144,-119.511127184,4403230415.0,9.066752415226492e-06
23029,29.6774585804,-90.0977653992,765849559.0,4.109553845156683e-05
23031,37.7649390453,-75.7565570848,1163708393.0,0.000179654973065
24001,44.491500684,-119.007354057,11726925903.0,5.974029390095993e-06
24003,34.9125779857,-107.999724325,11758505180.0,4.9562167220986845e-05
24005,40.7058005707,-76.2159548592,2016645873.0,0.000409599429954
24009,46.4472370802,-103.4598757,3147520228.0,2.9569944990993715e-05
24011,32.5910175308,-88.1987896089,2340898915.0,1.4307324329722286e-05
24013,37.5380074268,-77.405844847,605218124.0,0.0002793901790026
24015,30.0581505603,-98.0310632636,1756075985.0,5.889209856713575e-05
24017,36.9919552301,-79.8810638666,1788703111.0,9.19302923938393e-05
24019,40.495294012,-78.7137032852,1782850495.0,1.7866332645015196e-05
24021,35.9025835959,-96.3708562265,2460107102.0,0.0001077843317408
24023,41.5973844823,-85.8587552785,1199603973.0,2.4051270793848896e-05
24025,36.0408188808,-87.7756333583,1374668729.0,0.000186812280357
24027,38.9160955531,-100.48290474,2775601943.0,0.0001182446210731
24029,39.2507169303,-76.9311943444,649952136.0,2.9528328221387676e-05
24031,31.8500445654,-103.048169055,2178876165.0,0.0004827332626312
24033,43.6942207429,-101.628137211,4827433523.0,0.0001884255879788
24035,30.0262964539,-90.7963157853,628956073.0,8.135226321282377e-05
24037,34.9648839235,-100.270065923,2378749928.0,4.821313861118065e-05
24039,38.8785834577,-77.1009715341,67332991.0,0.0003780167733823
24041,33.2158995718,-97.6544621205,2342369030.0,1.5784020163552113e-05
24043,33.0251331683,-83.5605241695,1020304148.0,0.0001481381804594
24045,42.6800090555,-89.6022219559,1512667089.0,6.874612448185551e-05
24047,31.1986202778,-92.5331996257,3419675969.0,1.5323966502979512e-05
24510,46.9801017563,-99.7800913745,3499233948.0,0.0001675026616425
25001,41.3338851661,-84.0682304213,1077461471.0,0.0001978390928467
25003,47.3091802574,-101.831489242,2700790004.0,4.612391182413455e-05
25005,38.9906151273,-92.3096802497,1775568659.0,0.0003192019622148
25007,33.1768244406,-101.816123837,2309924849.0,7.559120378985109e-06
25009,34.5881997167,-96.2977785791,1338427185.0,0.00059118867942
25011,41.1976566629,-103.714949912,2465269087.0,2.8502770902590725e-05
25013,41.8954290221,-87.6461407931,2447357982.0,0.0001895864860852
25015,34.1538305575,-82.1259300134,1177727678.0,0.0001370444144389
25017,40.6735903894,-120.594332834,11761615584.0,0.0001368331576989
25019,40.1376743616,-83.7694969558,1111090195.0,1.0238592736388966e-05
25021,29.9446888715,-98.7115552055,1715747627.0,0.000413469317303
25023,46.2850391756,-100.238740757,3910888908.0,0.0001339178924076
25025,29.9047257308,-89.3041273649,977751170.0,0.0008198220821356
25027,55.7271705274,-133.193025891,13633096724.0,6.082345169166424e-05
26001,43.0321563061,-85.549296283,2198576456.0,4.778091738102375e-06
26003,37.9347459676,-121.271403235,3606127799.0,2.4999114015038268e-06
26005,39.7172646082,-75.1414130536,833916105.0,0.0001426126672538
26007,40.7374323606,-94.6964147623,1377618880.0,2.049768655899954e-05
26009,38.6495781117,-88.9189811153,1482865607.0,1.5813300874541087e-05
26011,41.6370978319,-90.6232428034,1186437845.0,1.2603272951057963e-05
26013,41.5778862866,-96.6539833969,1370269383.0,5.957952575811146e-06
26015,29.1678318425,-95.4342547974,3530854236.0,1.757676637206838e-05
26017,31.6022829517,-83.2763750394,917795232.0,0.0001115575636374
26019,38.6327516348,-92.5830546608,1074917556.0,1.6607785313723168e-05
26021,35.7496106399,-81.7047784739,1311146877.0,0.000116710799289
26023,42.3897291621,-96.0447949019,2260790994.0,1.9207436740169533e-05
26025,30.0438391148,-82.3714410129,630804540.0,0.0002117613167463
26027,34.8817246173,-83.4020764834,958658531.0,5.380852340216644e-05
26029,57.6602871351,-153.749160002,17133712542.0,1.5236044106616482e-06
26031,38.2154382436,-85.1947770123,983610918.0,2.578763567567476e-05
26033,33.665806061,-80.2164049721,1572019537.0,2.3509885933434173e-05
26035,36.3387382969,-94.2561015344,2196053836.0,1.401195157221091e-05
26037,32.2883800156,-85.1849624464,1660622936.0,4.802595355698496e-05
26039,33.9622404194,-96.2597620936,2341975631.0,5.969746147200624e-06
26041,17.9791005078,-67.0428558452,155287830.0,0.0002293289821874
26043,32.4783131468,-92.1548701323,1580933156.0,1.5884289544244337e-05
26045,33.0395904342,-115.365336962,10814594615.0,1.018512518696014e-05
26047,34.0686230903,-102.351710486,2631897589.0,1.266842605857944e-05
26049,44.4524547726,-116.784781333,3762870369.0,0.0001075758557442
26051,44.0229951536,-96.2586448321,1204489353.0,2.1107700069475e-05
26053,46.8161762124,-116.711723179,2786483015.0,4.967552260497091e-06
26055,47.6459064305,-114.089374334,3860290983.0,2.4244804449240146e-05
26057,37.1933028033,-100.851287248,1656693307.0,2.4315303158280943e-05
26059,30.8636815475,-83.9193134094,1410566922.0,3.23685457867273e-05
26061,18.2247426881,-66.2218192621,73557188.0,0.0004775332085832
26063,34.6892815822,-81.6194154302,1331696510.0,2.301800730858715e-05
26065,45.7791445679,-122.482577988,1627765527.0,0.0001785324699286
26067,38.696627674,-98.204730294,1853331063.0,3.483079806341108e-05
26069,31.482942855,-91.3534982605,1197464266.0,2.099436343430728e-05
26071,30.4401362441,-90.7279074417,1678761759.0,6.591763209207102e-06
26073,39.3297243092,-104.929559461,2176240583.0,3.1937645379348205e-05
26075,39.0996453445,-122.753183909,3254349190.0,4.821855026565234e-05
26077,31.5536748311,-82.4526850982,735776603.0,0.0003615064666577
26079,40.9318279821,-90.2132382621,1855427715.0,9.70288405980828e-06
26081,38.4820845404,-101.34735565,1861078197.0,0.0003539389161948
26083,42.3243507876,-88.4524199255,1562786765.0,1.355911150168974e-06
26085,41.1115978115,-102.333949943,1139209085.0,1.0171091639424556e-05
26087,33.5894557062,-91.720023319,2145488990.0,4.084616626254512e-05
26089,33.5543385118,-86.8963982424,2878552100.0,7.553450222422585e-06
26091,34.854520662,-85.5045272078,450605307.0,0.0002170591390748
26093,40.8181139287,-90.925108658,981077355.0,0.0001960446839586
26095,31.6225588057,-89.1687933116,1799554023.0,3.404176769190552e-06
26097,44.034587103,-94.0670290696,1936751358.0,5.596485039356301e-06
26099,35.6169396312,-87.0770139545,1588022042.0,0.0005483494416131
26101,27.7313380332,-98.0898862446,2240779223.0,1.103990957524154e-05
26103,39.416820119,-95.793663658,1699600349.0,3.873498851582079e-05
26105,45.5798653729,-117.181020009,8147835329.0,3.579355598437132e-06
26107,37.1502697208,-76.2705623776,39837595.0,0.0011021498662256
26109,34.6920572921,-81.1595312709,1503905793.0,1.5032856516166102e-05
26111,36.2151963075,-115.013561058,20439276974.0,4.082385111084996e-06
26113,42.2573913511,-78.027560601,2666029673.0,5.683357598548379e-06
26115,34.3754273152,-83.2291886374,677441264.0,0.0002222598592695
26117,38.4418035091,-84.3313958343,793603854.0,7.998449059951263e-05
26119,39.8537998099,-80.2228738585,1491658067.0,6.259477427543722e-06
26121,46.6082572906,-93.4154290883,4718433588.0,3.685184855461825e-05
26123,31.5523801522,-97.2017864999,2686203607.0,1.837090824813266e-05
26125,36.4694088387,-86.4603553659,1371288348.0,0.0009140739814701
26127,33.7815571316,-83.7338466262,846447052.0,3.16842027349869e-05
26129,44.0056617687,-72.3768216078,1779395566.0,1.1758487207560008e-05
26131,39.3069999343,-85.5011430488,964946132.0,5.861467093792133e-06
26133,37.7877775498,-80.0061751875,1156608818.0,2.0288622769258536e-05
26135,43.6746303972,-96.2532076471,1249560753.0,6.696753223010358e-06
26137,38.9340476576,-83.8674279187,1269138600.0,1.9513235197479613e-05
26139,36.9325975948,-92.4988057662,2107274105.0,0.0001398180707962
26141,35.9109060184,-92.6995245166,1724955843.0,7.3422169334916705e-06
26143,33.4941024198,-89.6163956957,1054074827.0,2.275550026013476e-05
26145,33.1495558982,-95.5639501637,1987629163.0,9.552486124394824e-05
26147,46.7007124229,-90.5645053525,2706476265.0,5.885623386392417e-05
26149,41.2340543656,-77.638105834,2299868389.0,2.6457166110473464e-05
26151,34.1153249768,-94.7713788557,4793716602.0,8.50008529561381e-06
26153,43.4197021208,-74.9624979781,3655873433.0,2.2167069370751928e-06
26155,36.2878738806,-83.8375139145,579064833.0,0.0001169782658861
26157,46.0528985901,-89.514845622,2221451557.0,2.3538213036981387e-05
26159,42.0789535271,-91.5990228598,1857223982.0,4.063807097662171e-05
26161,32.5099583696,-84.8770429861,560678533.0,0.0006536240972864
26163,39.5317400033,-95.3134446486,1116736558.0,0.0015586693097227
26165,36.906729139,-76.7091264828,817607278.0,4.1270425188167175e-05
27001,43.3684799638,-88.2307624873,1115362196.0,1.4208837323727978e-05
27003,36.5011043566,-87.8384575868,1190814525.0,0.0003022477408897
27005,39.9798357499,-108.217225788,8342275014.0,4.130288193829137e-06
27007,40.2627443761,-103.809822237,3316441486.0,1.4305091828175256e-05
27009,36.1306195485,-80.256300016,1056221627.0,3.877784638469631e-05
27011,41.4461591184,-76.5121412893,1165338429.0,4.224523861471319e-06
27013,39.7847320849,-98.2183408742,2356813567.0,2.8954772221064696e-05
27015,35.8752484216,-98.4334742816,2404772608.0,1.0331954014007133e-05
27017,47.1242661519,-120.679683235,5950002896.0,6.011593712676404e-06
27019,29.99980267,-104.240521679,9985057448.0,1.0672447359964354e-05
27021,39.349716037,-99.8832526271,2327173854.0,1.28602338620121e-05
27023,32.5349201866,-86.642749235,1539602137.0,7.637037983664477e-06
27025,48.5487141288,-119.740857456,13639362794.0,4.163977515502694e-06
27027,39.5288947088,-79.2729932831,1681102437.0,3.848070086403664e-05
27029,18.3779439965,-67.0807617245,130383573.0,6.915748504606481e-05
27031,38.47719455,-85.7072716297,965645927.0,5.609716614069041e-06
27033,44.4160919594,-88.464932258,1651320404.0,6.807885358146401e-06
27035,35.5884840734,-94.2429568096,1537849721.0,4.268557525719381e-05
27037,41.047767486,-100.745233846,6641072809.0,6.502066946394775e-05
27039,33.0775359877,-94.3435927798,2426730190.0,8.648262623707665e-06
27041,34.650325267,-89.9447795242,1048332513.0,3.656091891142176e-05
27043,41.3531364976,-90.1314083142,2131698418.0,6.3803584433677614e-06
27045,44.6458436266,-123.907654696,2540784310.0,8.318297588983458e-06
27047,39.3561681629,-90.3904985092,1406464906.0,2.15888785212249e-05
27049,31.1082936995,-93.1841466986,3439290592.0,1.3467312156680944e-05
27051,18.4495762857,-66.4877274773,116913007.0,5.154259696699102e-05
27053,36.7244585691,-81.9598229888,1453399740.0,0.0008727179213614
27055,33.9364500127,-89.336445157,1519218284.0,1.22642020545877e-05
27057,46.3170555846,-90.264452745,1963751253.0,1.1092545436557897e-05
27059,45.4493130951,-83.5277564528,1706069658.0,2.4283299222709698e-05
27061,41.7164225715,-74.7681429805,2507463739.0,1.8053301946473333e-05
27063,35.4751864248,-79.1714836119,660607408.0,1.478639185953543e-05
27065,39.0453280683,-98.2076985187,1863226709.0,8.810522047964052e-06
27067,33.6542354352,-84.0266082893,336228288.0,0.0001282759408988
27069,41.8515631921,-96.3286044718,1273201348.0,3.309767152398585e-06
27071,31.8696032448,-85.3931969755,2292160139.0,5.260976227106443e-06
27073,44.3542643029,-93.2966783051,1284215162.0,5.082481653491021e-06
27075,34.9167055034,-83.7372785445,431139631.0,2.4676460327535976e-05
27077,39.4652776369,-80.8848251911,663818549.0,5.655159840976363e-06
27079,47.7361089311,-119.691774627,4711869840.0,6.099701599567105e-06
27081,31.8885309869,-100.529910767,2361153195.0,2.3581697332434207e-06
27083,34.1815553357,-77.865597569,497927594.0,5.0752358986555785e-05
27085,32.013224335,-81.4424722248,1133242924.0,3.151133728146711e-05
27087,38.2158624014,-76.5290606633,929021301.0,5.89114586943147e-06
27089,34.6404621514,-105.850819579,8664061332.0,1.0758234092334563e-06
27091,38.3020458533,-96.593928638,2002199320.0,9.73129887987376e-06
27093,39.178267375,-81.0629473806,1170648846.0,1.993851536244542e-05
27095,38.3570143624,-113.235717851,6689681828.0,3.908407106981471e-06
27097,43.3350287366,-84.0531870389,2073813743.0,1.600288363022966e-05
27099,18.343826453,-66.1140504606,71444636.0,0.0005619736098872
27101,37.7064741502,-83.0649145355,798866769.0,1.0208210325494212e-05
27103,31.4470737521,-104.517369966,9873439554.0,3.4923999697785563e-06
27105,31.929800968,-82.9389875255,1132621096.0,1.889422691805486e-05
27107,43.3785703546,-95.6236852015,1032593811.0,6.137941107609447e-06
27109,37.7531363894,-88.5407417954,984170285.0,0.0001618602008492
27111,37.7732676848,-86.4292775361,1475790362.0,3.980307875191287e-05
27113,40.0158001655,-80.9885424488,1378199039.0,1.0066760756172606e-05
27115,43.6743620902,-94.551070329,1844928064.0,1.591335758443967e-05
27117,41.7562548803,-89.9141029918,1771808919.0,5.1478463067833785e-06
27119,31.7686268414,-106.23481792,2624297650.0,1.177457900021364e-05
27121,34.2514096075,-90.2891244706,1048975532.0,1.0750489078138e-05
27123,31.1610674632,-91.3109179158,1756287127.0,0.0003119666434815
27125,30.8797727288,-91.4200286829,1044589938.0,3.873290228840018e-06
27127,39.7027072964,-112.784789329,8784407524.0,1.7165642598891797e-06
