cfips,AE_dim_1,AE_dim_2,AE_dim_3,AE_dim_4,AE_dim_5,AE_dim_6,AE_dim_7,AE_dim_8,AE_dim_9,AE_dim_10
01021,3.9637088775634766e-06,-0.00032582134008407593,0.0009307302534580231,0.00013498589396476746,-0.00021487660706043243,-0.00045635923743247986,1.4565885066986084e-05,-0.00021079182624816895,-8.260458707809448e-05,0.00044351816177368164
01023,0.00013048946857452393,-0.00012869387865066528,0.0003040730953216553,-5.3573399782180786e-05,-1.3373326510190964e-05,-0.00010579638183116913,-5.9526413679122925e-05,-3.205239772796631e-05,-2.4668872356414795e-05,0.0002582967281341553
01025,-0.00014402717351913452,7.262825965881348e-05,0.00012112781405448914,7.978826761245728e-05,-8.255243301391602e-05,-9.382516145706177e-05,-1.3630837202072144e-05,9.813904762268066e-05,-0.00010789185762405396,-0.00023820996284484863
01027,-0.0002478361129760742,-2.238154411315918e-05,0.0001587904989719391,0.00011235848069190979,-9.87132079899311e-05,-1.6577541828155518e-06,-2.298504114151001e-06,5.412846803665161e-05,-9.594857692718506e-05,-0.00017376244068145752
01029,0.00042897462844848633,-0.00036484748125076294,0.000751011073589325,-6.65225088596344e-05,-0.0001853681169450283,-0.0006162207573652267,0.00016403943300247192,-0.000319063663482666,0.0001530870795249939,0.0006071627140045166
01031,-5.311518907546997e-05,-0.00012204796075820923,-1.1350959539413452e-05,0.00016843155026435852,-0.00021495390683412552,-0.0002999063581228256,8.188188076019287e-06,4.785507917404175e-05,-9.964406490325928e-05,-0.0002336055040359497
01033,-0.00015463680028915405,0.000109843909740448,-0.0005058534443378448,0.00020242482423782349,-0.00015114014968276024,-5.521997809410095e-05,1.3940036296844482e-05,0.00024531036615371704,-0.0001229420304298401,-0.0005969405174255371
01035,-0.00018476694822311401,2.4534761905670166e-05,5.745142698287964e-05,0.00012580305337905884,-0.00011401763185858727,-0.00018239393830299377,2.1182000637054443e-05,8.50185751914978e-05,-0.00010308623313903809,-0.00032889842987060547
01037,1.0930001735687256e-05,-8.425861597061157e-05,0.0001825578510761261,7.128342986106873e-05,-0.00012789759784936905,-0.00022606737911701202,2.586841583251953e-05,1.3783574104309082e-06,-4.507601261138916e-05,-3.282725811004639e-05
01039,-6.505846977233887e-05,-0.00010620802640914917,-0.00010047852993011475,0.00010478496551513672,-0.00016362639144062996,-0.00031745247542858124,4.09148633480072e-05,0.00010536611080169678,-8.829683065414429e-05,-0.00034552812576293945
01041,-8.341670036315918e-05,-7.77319073677063e-05,0.00024094060063362122,9.034574031829834e-05,-0.00016119610518217087,-0.0003591589629650116,5.152076482772827e-06,7.286667823791504e-05,-0.0001343563199043274,-0.00021629035472869873
01043,-0.00010289251804351807,1.981109380722046e-05,-6.850436329841614e-05,0.00018820911645889282,-0.00012846291065216064,-0.0002944488078355789,-0.00011080130934715271,-7.905066013336182e-06,-0.00012209266424179077,-0.00035355985164642334
01045,-4.4226646423339844e-05,-5.353987216949463e-05,-8.087605237960815e-06,0.000240229070186615,-0.00021534273400902748,-0.00033533014357089996,-0.00016108155250549316,-6.873905658721924e-05,-0.00014000385999679565,-0.0002406388521194458
01047,6.657838821411133e-05,-0.00038196146488189697,0.0007951557636260986,6.173178553581238e-05,-0.00018354551866650581,-0.00038674287497997284,8.855760097503662e-05,-7.252395153045654e-05,-7.15106725692749e-05,0.00046813488006591797
01049,0.0002460479736328125,-0.000264093279838562,0.00028795748949050903,7.010996341705322e-05,-0.000275628175586462,-0.0006679631769657135,-0.0001238510012626648,-4.661828279495239e-05,-0.00014688074588775635,1.7285346984863281e-06
01051,-0.00030621886253356934,2.0518898963928223e-05,4.096329212188721e-05,0.00016088411211967468,-0.00012147706001996994,-3.094971179962158e-05,0.00010671839118003845,0.00018721073865890503,-0.00011850893497467041,-0.0003459751605987549
01053,0.0003291890025138855,-0.0003230050206184387,0.00012831762433052063,-4.346668720245361e-05,-0.00011776434257626534,-0.0004126317799091339,7.772073149681091e-05,-9.914487600326538e-05,7.840245962142944e-05,0.00025397539138793945
01055,0.0002168715000152588,1.967698335647583e-05,-0.000890091061592102,-0.00030441954731941223,-0.0002887966111302376,-0.00032524019479751587,-0.0001081712543964386,0.0007562041282653809,-0.00030731409788131714,-0.001101568341255188
01057,6.13182783126831e-05,-0.00016035139560699463,-0.00021122023463249207,8.389726281166077e-05,-9.415065869688988e-05,-0.0003086049109697342,-6.65523111820221e-05,0.00016429275274276733,-0.000138208270072937,-0.00022545456886291504
01059,1.4692544937133789e-05,-9.659677743911743e-05,0.00018191710114479065,4.861876368522644e-05,-0.00016068993136286736,-0.00034306198358535767,4.7869980335235596e-05,3.5390257835388184e-06,-4.5262277126312256e-05,-0.00013756752014160156
01061,1.1064112186431885e-05,-0.0001489296555519104,0.0001351684331893921,0.00012002512812614441,-0.00021761097013950348,-0.0002669095993041992,9.283795952796936e-05,-1.7136335372924805e-06,-2.6598572731018066e-05,-5.568563938140869e-05
01063,-0.00014150142669677734,-8.705258369445801e-05,0.00015800446271896362,0.00022718310356140137,-0.00018301839008927345,-0.00017718784511089325,3.5390257835388184e-05,7.254630327224731e-05,-0.0001262947916984558,-0.00010332465171813965
01065,-3.816932439804077e-05,-0.00010297447443008423,0.0004780180752277374,0.00010730326175689697,-0.0002279677428305149,-0.00016381964087486267,7.458403706550598e-05,-0.0001597180962562561,1.630932092666626e-05,0.00014550983905792236
01067,0.00019941478967666626,-0.0001851394772529602,0.00035324692726135254,5.595013499259949e-05,-0.00019927648827433586,-0.0004995968192815781,1.0848045349121094e-05,-8.556246757507324e-05,-3.985315561294556e-05,0.00010852515697479248
01069,0.0003586187958717346,-0.0004449784755706787,0.0003373287618160248,0.00011464208364486694,-0.0003320765681564808,-0.0007858350872993469,0.00013880804181098938,-9.574741125106812e-05,-9.663403034210205e-06,0.00022761523723602295
01071,6.46635890007019e-05,-0.0003218427300453186,0.0005560629069805145,0.0001632198691368103,-0.000215885229408741,-0.00044221803545951843,5.381554365158081e-05,-0.00010695308446884155,-6.945431232452393e-05,0.0002981722354888916
01073,1.461803913116455e-05,-0.0002998560667037964,0.0008660256862640381,0.0001218654215335846,-0.000173911452293396,-0.0005565006285905838,6.118789315223694e-05,-0.0002035573124885559,-5.743652582168579e-05,0.0003453493118286133
01075,0.00029724836349487305,-0.0002495795488357544,0.0002850666642189026,0.00015346333384513855,-0.00018217973411083221,-0.0006671380251646042,-0.00012138485908508301,-0.00018043816089630127,-7.639825344085693e-05,0.0001834183931350708
01077,-1.975148916244507e-05,-0.00014247000217437744,0.0004070885479450226,0.0001425705850124359,-0.00021970504894852638,-0.0003475528210401535,0.00011551007628440857,-0.00011399388313293457,-4.902482032775879e-06,4.844367504119873e-05
01079,2.6687979698181152e-05,-0.00020390748977661133,0.00019381940364837646,0.00015242025256156921,-0.00015511875972151756,-0.0003880411386489868,2.164393663406372e-05,-0.00015248358249664307,-3.807246685028076e-06,2.683699131011963e-05
01081,0.00023148208856582642,-0.00012386590242385864,0.00017066672444343567,9.857490658760071e-05,-0.0001513962633907795,-0.0003741830587387085,-7.92481005191803e-05,-0.00015541166067123413,-1.1421740055084229e-05,0.0001405477523803711
01083,0.0003316923975944519,-0.00029784440994262695,0.00011472776532173157,3.524497151374817e-05,-0.0002428474836051464,-0.0006294604390859604,6.007775664329529e-05,-9.969621896743774e-05,2.2105872631072998e-05,5.976855754852295e-05
01085,-1.0445713996887207e-05,-0.00021032243967056274,-2.1383166313171387e-05,0.0001942366361618042,-0.0001691048964858055,-0.0002663861960172653,-6.542354822158813e-05,-0.00012151151895523071,-3.9987266063690186e-05,-4.334747791290283e-05
01087,-0.00021016597747802734,7.05718994140625e-05,-0.00036557018756866455,0.00013274699449539185,-9.781960397958755e-05,-6.0886144638061523e-05,-6.131082773208618e-05,0.0001847967505455017,-0.00013571232557296753,-0.0005661845207214355
01089,-0.0007383599877357483,0.00012514740228652954,0.00024816766381263733,0.0003184080123901367,-6.230035796761513e-05,0.0002252962440252304,-3.304332494735718e-05,0.00024618953466415405,-0.00029772520065307617,-0.0004495978355407715
01091,-0.00100785493850708,0.0007698014378547668,-0.0016486719250679016,0.00020076707005500793,4.1406601667404175e-06,0.0005746744573116302,-0.0002586729824542999,0.0008859261870384216,-0.00046938657760620117,-0.0022538304328918457
01093,-4.863739013671875e-05,-0.00018507987260818481,0.0004652179777622223,0.00014476478099822998,-0.0002168244682252407,-0.00037976354360580444,7.596239447593689e-05,-8.817017078399658e-05,-5.525350570678711e-05,5.504488945007324e-05
01095,-0.0002780407667160034,8.704513311386108e-05,-9.015947580337524e-05,0.00020856037735939026,-0.00019431114196777344,-0.00017601996660232544,-4.5258551836013794e-05,0.0001104995608329773,-0.00016507506370544434,-0.0005547106266021729
01097,0.0002897977828979492,-0.00031626224517822266,0.0012290328741073608,0.00019081681966781616,-0.0001815352588891983,-0.000523904338479042,-5.7991594076156616e-05,-0.0005273446440696716,3.259629011154175e-05,0.0009792447090148926
01099,-5.774945020675659e-05,-9.012967348098755e-05,6.815418601036072e-05,7.268041372299194e-05,-0.00012566754594445229,-0.00015895254909992218,5.400553345680237e-05,4.935264587402344e-05,-4.343688488006592e-05,-0.00012661516666412354
01101,0.0001160651445388794,-0.00012053549289703369,8.735060691833496e-05,2.9262155294418335e-05,-0.00012197904288768768,-0.0002573058009147644,6.536021828651428e-05,-5.4605305194854736e-05,3.51443886756897e-05,1.1116266250610352e-05
01103,0.00031870603561401367,-0.00023887306451797485,0.0002088397741317749,6.109848618507385e-05,-0.0002080039121210575,-0.0005432367324829102,-7.279589772224426e-05,-8.500367403030396e-05,-5.9470534324645996e-05,0.00014705955982208252
01105,7.4356794357299805e-06,-0.00010892748832702637,-0.00011850148439407349,8.861720561981201e-05,-0.0001497245393693447,-0.0002593696117401123,-3.606081008911133e-06,8.17030668258667e-05,-7.671862840652466e-05,-0.00023978948593139648
01107,8.32676887512207e-05,-3.662705421447754e-05,0.0002227500081062317,0.00011079013347625732,-0.0001383824273943901,-0.0002435632050037384,5.651265382766724e-06,-5.8181583881378174e-05,-2.9206275939941406e-05,5.37186861038208e-05
01109,-5.879998207092285e-05,-8.347630500793457e-05,-5.663558840751648e-05,0.00011352822184562683,-0.00015940284356474876,-0.00022307224571704865,-8.903443813323975e-06,8.022040128707886e-05,-9.550154209136963e-05,-0.0002536773681640625
01111,-0.0004494786262512207,0.00012344121932983398,-0.00015531480312347412,0.00018828734755516052,-0.00011526793241500854,4.405155777931213e-06,2.5331974029541016e-06,0.0001842975616455078,-0.00016141682863235474,-0.0006512105464935303
01113,-0.0002909749746322632,4.4815242290496826e-05,0.00024188309907913208,0.0002690926194190979,-0.00022841012105345726,-0.00012687593698501587,-6.828084588050842e-05,-8.667260408401489e-05,-0.00012381374835968018,-0.00025206804275512695
01115,2.631545066833496e-05,-0.00020442157983779907,0.0006440095603466034,7.29486346244812e-05,-0.00015057623386383057,-0.00036945007741451263,5.9489160776138306e-05,-0.0001927688717842102,8.121132850646973e-07,0.0002654045820236206
01117,-2.98917293548584e-05,-3.209710121154785e-05,0.00023445114493370056,0.0001256801187992096,-0.00023650377988815308,-0.00027285143733024597,5.453824996948242e-05,-8.255243301391602e-06,-5.974620580673218e-05,-0.0001354217529296875
01119,7.355958223342896e-05,-0.00011932849884033203,0.00025029852986335754,6.538629531860352e-05,-0.00018559535965323448,-0.00041855499148368835,4.2613595724105835e-05,-2.2962689399719238e-05,-4.9620866775512695e-05,-6.924569606781006e-05
01121,5.482137203216553e-05,-1.7158687114715576e-05,-0.00035085529088974,3.185495734214783e-05,-7.545109838247299e-05,-8.96994024515152e-05,2.9440969228744507e-05,0.0001218840479850769,-7.569789886474609e-06,-0.00027379393577575684
01123,3.13296914100647e-05,-0.00016097724437713623,0.00013694912195205688,6.745755672454834e-05,-0.00014064088463783264,-0.0003533642739057541,3.195181488990784e-05,-0.0001071244478225708,8.89599323272705e-06,-6.788969039916992e-05
01125,0.00030169636011123657,-0.00024416297674179077,-6.47231936454773e-05,3.224983811378479e-05,-9.416043758392334e-05,-0.00044064782559871674,-1.5676021575927734e-05,-0.0001069679856300354,4.0218234062194824e-05,9.529292583465576e-05
01127,-0.0002866312861442566,2.076476812362671e-05,0.00015342608094215393,0.0001291036605834961,-0.00011288654059171677,3.981590270996094e-05,2.2862106561660767e-05,4.892796277999878e-05,-8.277595043182373e-05,-0.00021257996559143066
01129,-2.826005220413208e-05,-0.00020208954811096191,0.0003593936562538147,0.00014277547597885132,-0.0002295379526913166,-0.00031764619052410126,3.816932439804077e-05,-5.210191011428833e-05,-7.305294275283813e-05,5.0634145736694336e-05
01131,4.070252180099487e-05,-0.00021670013666152954,0.00015175342559814453,4.583969712257385e-05,-7.31470063328743e-05,-0.0003020595759153366,-3.6384910345077515e-05,3.8392841815948486e-05,-9.296834468841553e-05,2.1830201148986816e-05
01133,-2.615898847579956e-05,-0.00010510534048080444,0.0005191303789615631,0.00021619722247123718,-0.00025317491963505745,-0.00042408518493175507,-5.5905431509017944e-05,-0.00024722516536712646,-6.109476089477539e-05,6.724894046783447e-05
02013,-0.00016588717699050903,-6.861239671707153e-05,0.00040002912282943726,0.0003421120345592499,-0.00018211593851447105,-0.0005024224519729614,1.043081283569336e-06,-9.717792272567749e-05,-0.0001443997025489807,-0.00011792778968811035
02016,-0.00017314404249191284,6.171315908432007e-05,0.00023681670427322388,0.00024688616394996643,5.77978789806366e-06,-6.7856162786483765e-06,-0.00015094876289367676,-9.962916374206543e-05,-0.00010866671800613403,6.212294101715088e-05
02020,0.000235825777053833,-0.000182420015335083,-0.000642433762550354,0.0002634190022945404,-2.5948509573936462e-05,-0.00031078606843948364,-0.0002860911190509796,9.964406490325928e-05,-0.00017609447240829468,-0.00012202560901641846
02050,0.000689283013343811,-0.0008661746978759766,0.0007684379816055298,0.00010320544242858887,-0.00036223279312253,-0.0009573306888341904,0.0002891719341278076,-0.00048001110553741455,0.00023122131824493408,0.0010633766651153564
02060,-0.00018958747386932373,-3.184378147125244e-05,0.00011828914284706116,0.00020484253764152527,-5.3899362683296204e-05,-0.00021320953965187073,-5.0008296966552734e-05,-6.376206874847412e-05,-8.435547351837158e-05,-0.0001697540283203125
02068,-0.00017338991165161133,2.1569430828094482e-05,-8.667632937431335e-05,0.00021347776055335999,-3.6271754652261734e-05,-0.000182226300239563,-9.588897228240967e-06,5.985051393508911e-05,-9.888410568237305e-05,-0.0002894401550292969
02070,0.00010117143392562866,-0.00024478137493133545,0.0005600489675998688,0.0001790560781955719,-0.00015237508341670036,-0.0005512405186891556,-3.458559513092041e-05,-0.0003215298056602478,-2.339482307434082e-06,0.0002830624580383301
02090,0.00011450797319412231,-0.00013093650341033936,0.00023386627435684204,5.146488547325134e-05,-6.437581032514572e-05,-0.00015295855700969696,-1.792609691619873e-05,-0.0002025887370109558,6.520003080368042e-05,0.00024400651454925537
02100,-0.00011674314737319946,0.00013733655214309692,-3.48016619682312e-05,0.00027714669704437256,-0.00014806585386395454,-0.0001850370317697525,-9.982660412788391e-05,1.3321638107299805e-05,-0.00013875216245651245,-0.0003013908863067627
02105,-1.1675059795379639e-05,-0.00012274831533432007,-9.559839963912964e-05,0.00017103925347328186,-6.951251998543739e-05,-0.00031751394271850586,-9.685009717941284e-05,-0.00011973083019256592,-3.84598970413208e-05,-0.0001474618911743164
02110,7.301568984985352e-05,-0.0002810955047607422,9.949132800102234e-05,9.251758456230164e-05,-9.116251021623611e-05,-0.0004976298660039902,-4.500150680541992e-06,5.675852298736572e-05,-0.00011111795902252197,-4.394352436065674e-05
02122,2.4713575839996338e-05,-0.00014718621969223022,0.00010138005018234253,8.028745651245117e-05,1.8015503883361816e-05,-0.000328773632645607,1.0408461093902588e-05,3.7923455238342285e-06,-4.676729440689087e-05,-3.546476364135742e-06
02130,-0.00011674314737319946,0.00013733655214309692,-3.48016619682312e-05,0.00027714669704437256,-0.00014806585386395454,-0.0001850370317697525,-9.982660412788391e-05,1.3321638107299805e-05,-0.00013875216245651245,-0.0003013908863067627
02150,-0.0008177086710929871,0.00024222582578659058,0.0006292648613452911,0.0004704520106315613,-4.801154136657715e-05,8.612312376499176e-05,-0.0001483708620071411,1.3120472431182861e-05,-0.0003303438425064087,-0.0003399103879928589
02158,0.00022990256547927856,5.008280277252197e-05,-0.0013440437614917755,-1.0803341865539551e-07,3.4850090742111206e-05,-0.00029807165265083313,-0.0005167759954929352,0.0005465894937515259,-0.00038252025842666626,-0.0009530931711196899
02164,0.0004332810640335083,-0.0005094483494758606,0.0004879795014858246,4.435330629348755e-05,-0.00016476120799779892,-0.0007140431553125381,0.00010389089584350586,-0.0003826841711997986,0.00015266239643096924,0.0005830377340316772
02170,0.0002017766237258911,-0.00018597394227981567,-0.0008945278823375702,5.112215876579285e-05,2.337433397769928e-05,-0.0002745371311903,-0.00016582384705543518,0.00020191818475723267,-8.907169103622437e-05,-0.0004137754440307617
02180,-0.0005514100193977356,0.00016691535711288452,0.0001109391450881958,0.0003806203603744507,-3.9019156247377396e-05,-6.908178329467773e-05,-0.00015789642930030823,4.4405460357666016e-06,-0.00023370981216430664,-0.0004832148551940918
02185,0.00035228580236434937,-7.76052474975586e-05,-0.00033253058791160583,2.2083520889282227e-05,6.305892020463943e-05,-0.00032920949161052704,-8.791685104370117e-05,-0.00010053068399429321,7.03856348991394e-05,2.9012560844421387e-05
02188,-0.0005211159586906433,-1.3113021850585938e-06,0.0009292736649513245,0.0004018917679786682,-0.00012510409578680992,-0.0003339294344186783,-7.37309455871582e-05,-0.00021417438983917236,-0.0002151280641555786,-2.0518898963928223e-05
02195,-5.532801151275635e-05,0.0002642124891281128,-0.0015327371656894684,-0.00017396360635757446,0.00044150929898023605,0.0004287250339984894,-0.00015076249837875366,0.0003946945071220398,3.4399330615997314e-05,-0.000838056206703186
02198,4.252791404724121e-05,2.682209014892578e-07,-0.0004024915397167206,0.00010477378964424133,5.771452561020851e-05,-0.0002845693379640579,-9.195134043693542e-05,0.00010985136032104492,-8.524209260940552e-05,-0.0003442913293838501
02220,0.0008179247379302979,-0.000582963228225708,0.00020426884293556213,-0.00015062838792800903,-2.350844442844391e-05,-0.0006199683994054794,-5.156174302101135e-05,-0.0002817586064338684,0.00015875697135925293,0.0008540600538253784
02230,0.00021757185459136963,-0.0006161406636238098,0.0013837777078151703,0.0002247430384159088,-0.0003040451556444168,-0.0011761076748371124,0.00015364959836006165,-0.0004010200500488281,-5.270540714263916e-05,0.0006972253322601318
02240,-0.00016020238399505615,-0.00010113418102264404,-0.00016573816537857056,0.0001870468258857727,-9.084353223443031e-05,-0.00021689385175704956,9.983405470848083e-05,7.589906454086304e-05,-4.573911428451538e-05,-0.00030578672885894775
02261,-6.452202796936035e-05,-0.0001663118600845337,-0.00025056302547454834,0.00017307698726654053,-6.862636655569077e-05,-0.00024017691612243652,2.822279930114746e-05,-2.0444393157958984e-05,-8.113682270050049e-06,-0.00021407008171081543
02275,0.0007157325744628906,-0.0005861297249794006,-0.0006345547735691071,-5.116313695907593e-05,-7.91824422776699e-05,-0.000624997541308403,6.504729390144348e-05,-0.00014948099851608276,0.00021344423294067383,0.0002677440643310547
02282,0.0004423856735229492,-0.00021367520093917847,-0.0007530637085437775,-9.780004620552063e-05,9.800167754292488e-05,-0.00018514692783355713,-4.032999277114868e-05,0.00012393295764923096,7.567554712295532e-05,-2.823770046234131e-05
02290,5.154311656951904e-05,3.6403536796569824e-05,-0.0004533417522907257,0.00012114271521568298,-9.334413334727287e-05,-0.0002515669912099838,7.82310962677002e-08,0.00010645389556884766,-3.8586556911468506e-05,-0.00043602287769317627
04001,0.00021634995937347412,-4.9054622650146484e-05,-0.0002662390470504761,0.00011095777153968811,-0.00017103971913456917,-0.00020103901624679565,3.153085708618164e-05,-2.915412187576294e-05,4.700571298599243e-05,-8.064508438110352e-05
04003,2.5190412998199463e-05,-0.0004111826419830322,0.0005898848176002502,0.0001362524926662445,-0.00018157484009861946,-0.00042879581451416016,9.733811020851135e-05,5.362182855606079e-05,-0.00013647973537445068,0.00032819807529449463
04005,-0.00019162148237228394,-0.00010569393634796143,-0.00039320066571235657,0.00012168288230895996,1.2806616723537445e-05,-3.0327588319778442e-05,-1.747533679008484e-05,0.00015548616647720337,-8.275359869003296e-05,-0.0003517270088195801
04007,0.00029687583446502686,-0.00041846930980682373,0.00047108158469200134,2.1107494831085205e-05,-8.370261639356613e-05,-0.00040749460458755493,4.367902874946594e-05,-0.00016971677541732788,3.898143768310547e-05,0.0005716532468795776
04009,-0.00044240802526474,0.0002876594662666321,-0.0007322654128074646,0.0003733411431312561,-0.0001760469749569893,-2.8057023882865906e-05,-0.00012138858437538147,0.0003152191638946533,-0.0002667531371116638,-0.00106087327003479
04011,3.8310885429382324e-05,-7.139146327972412e-05,0.000273730605840683,-7.079914212226868e-05,3.807293251156807e-05,-7.736682891845703e-05,7.923692464828491e-05,-1.0795891284942627e-05,4.08366322517395e-05,0.00014887750148773193
04012,-0.0002562105655670166,0.0002542436122894287,-0.0007218234241008759,5.8978796005249023e-05,1.4612451195716858e-05,0.0003143884241580963,4.842877388000488e-08,0.0002851709723472595,-4.826486110687256e-05,-0.0006909221410751343
04013,-0.00035896897315979004,-0.00020982325077056885,0.0011094361543655396,0.00018875673413276672,-0.00016400497406721115,-5.490146577358246e-05,0.00018511712551116943,-0.00015959888696670532,-4.748255014419556e-05,0.0004411935806274414
04015,0.00022693723440170288,-0.00010737031698226929,-0.00042235106229782104,-1.1492520570755005e-05,1.8538441509008408e-05,-0.00023017451167106628,-5.5670738220214844e-05,0.00011737644672393799,-2.1696090698242188e-05,-0.00015100836753845215
04017,-0.00022462010383605957,8.762627840042114e-05,-5.408376455307007e-05,0.00018479302525520325,-0.00010803109034895897,-7.873028516769409e-05,2.4266541004180908e-05,3.259629011154175e-05,-6.243586540222168e-05,-0.0003546774387359619
04019,-0.0002109333872795105,-3.771483898162842e-05,-0.00015922635793685913,-1.735985279083252e-05,9.254086762666702e-05,0.00021147169172763824,4.072114825248718e-05,0.00011495500802993774,2.5406479835510254e-06,-0.00015144050121307373
04021,-0.0001071542501449585,-0.00019375979900360107,0.00041808560490608215,0.00020296499133110046,-0.00010364176705479622,-0.00018657371401786804,5.509704351425171e-06,-6.867945194244385e-05,-8.621811866760254e-05,0.0002066493034362793
04023,5.091726779937744e-05,-0.0001901686191558838,-0.00011301785707473755,8.078664541244507e-05,-6.143935024738312e-06,-0.0002107769250869751,-7.074326276779175e-05,-2.4624168872833252e-05,-3.3505260944366455e-05,-8.955597877502441e-06
04025,-9.296834468841553e-05,-0.00010504573583602905,0.00012888386845588684,0.00017385557293891907,-5.983980372548103e-05,-0.00019985251128673553,-6.132200360298157e-05,6.6533684730529785e-06,-0.00011318176984786987,-3.701448440551758e-05
04027,-7.669627666473389e-05,-4.9114227294921875e-05,0.0005809515714645386,0.00019757822155952454,-5.686050280928612e-05,-5.7326629757881165e-05,-7.848814129829407e-05,-0.0001694709062576294,-6.791949272155762e-05,0.00035910308361053467
05001,-2.705305814743042e-05,-0.00034021586179733276,0.0004405267536640167,0.000254802405834198,-0.00021714577451348305,-0.0005232188850641251,-9.671226143836975e-05,-1.8998980522155762e-06,-0.00023024529218673706,0.00012174248695373535
05003,-3.721565008163452e-05,-6.993860006332397e-05,-1.7814338207244873e-05,0.00010130181908607483,-9.82498750090599e-05,-0.00019490718841552734,-8.07344913482666e-05,5.868077278137207e-05,-0.00011238455772399902,-0.0001726895570755005
05005,-0.00018259137868881226,-9.007751941680908e-06,-1.8648803234100342e-05,0.00017254427075386047,-8.753407746553421e-05,-7.628463208675385e-05,-0.0001401565968990326,9.822100400924683e-05,-0.0001812577247619629,-0.00024142861366271973
05007,-0.0002483353018760681,-0.0001105964183807373,0.00034996867179870605,0.0002772025763988495,-0.0001751515083014965,-0.0003124307841062546,-2.0850449800491333e-05,-2.6904046535491943e-05,-0.00016344338655471802,-0.00013013184070587158
05009,-0.0002481192350387573,-0.00011523067951202393,0.0001621060073375702,0.00019137561321258545,-0.00015262048691511154,-0.00021410919725894928,6.976723670959473e-05,6.742030382156372e-05,-0.00011377781629562378,-0.00022614002227783203
05011,5.0865113735198975e-05,-0.0001459866762161255,4.228949546813965e-05,0.0001074671745300293,-0.00013897474855184555,-0.0003140456974506378,-7.303059101104736e-05,2.9124319553375244e-05,-0.00010929256677627563,-8.706748485565186e-05
05013,-0.0002189353108406067,-6.308406591415405e-05,0.00068683922290802,0.00020518898963928223,-0.00019670277833938599,-0.0001840740442276001,1.9408762454986572e-05,-0.00014812499284744263,-8.565187454223633e-05,0.00011846423149108887
05015,-0.0004430115222930908,0.00022824108600616455,-0.00027028098702430725,0.00017246976494789124,1.730397343635559e-06,0.00018901750445365906,-4.902109503746033e-05,0.0002940371632575989,-0.00019700080156326294,-0.0006200224161148071
05017,-8.303672075271606e-05,-0.00018496066331863403,0.0002591051161289215,0.0001554824411869049,-0.00012811552733182907,-0.00029287301003932953,-8.646398782730103e-06,-3.509223461151123e-06,-0.00010949373245239258,-5.245208740234375e-06
05019,0.00012814998626708984,-0.00016325712203979492,0.00017119571566581726,0.00011077523231506348,-0.00015129102393984795,-0.00037812814116477966,-3.445148468017578e-05,-2.775341272354126e-05,-7.45430588722229e-05,4.8220157623291016e-05
